1341	KYAT3
1342	RBMXL1
1343	GBP3
1344	GBP1
1345	GBP2
1346	GBP7
1347	GBP4
1348	AC099063.4
1349	GBP5
1350	AC099063.1
1351	GBP6
1352	LRRC8B
1353	LRRC8C-DT
1354	LRRC8C
1355	AC093423.3
1356	AC099568.2
1357	LRRC8D
1358	AL391497.1
1359	ZNF326
1360	AC092783.1
1361	BARHL2
1362	LINC01763
1363	AC091614.1
1364	ZNF644
1365	HFM1
1366	CDC7
1367	TGFBR3
1368	BRDT
1369	EPHX4
1370	SETSIP
1371	BTBD8
1372	AC104836.1
1373	C1orf146
1374	GLMN
1375	RPAP2
1376	GFI1
1377	EVI5
1378	RPL5
1379	FAM69A
1380	MTF2
1381	TMED5
1382	CCDC18
1383	DR1
1384	FNBP1L
1385	BCAR3
1386	AL109613.1
1387	DNTTIP2
1388	GCLM
1389	ABCA4
1390	AC093579.1
1391	ARHGAP29
1392	AC097059.1
1393	AC097059.2
1394	ABCD3
1395	F3
1396	AC093117.1
1397	SLC44A3
1398	CNN3
1399	AC105942.1
1400	ALG14
1401	AC095033.1
1402	TMEM56
1403	TMEM56-RWDD3
1404	AC092802.1
1405	RWDD3
1406	AC092802.2
1407	LINC01760
1408	LINC01650
1409	AL445218.1
1410	LINC01761
1411	AL356479.1
1412	AL683887.1
1413	AC099566.1
1414	LINC01787
1415	PTBP2
1416	DPYD
1417	DPYD-AS1
1418	DPYD-AS2
1419	MIR137HG
1420	BX005019.1
1421	LINC01776
1422	SNX7
1423	PLPPR5
1424	AL445433.2
1425	PLPPR4
1426	LINC01708
1427	PALMD
1428	FRRS1
1429	AGL
1430	AC118553.1
1431	SLC35A3
1432	AC118553.2
1433	MFSD14A
1434	AC093019.2
1435	SASS6
1436	TRMT13
1437	LRRC39
1438	DBT
1439	RTCA-AS1
1440	RTCA
1441	AC104457.2
1442	CDC14A
1443	AL589990.1
1444	GPR88
1445	LINC01349
1446	VCAM1
1447	EXTL2
1448	AC104506.1
1449	SLC30A7
1450	DPH5
1451	AC093157.2
1452	AC093157.1
1453	AL109741.1
1454	S1PR1
1455	LINC01307
1456	LINC01709
1457	OLFM3
1458	AC114485.1
1459	AC099567.1
1460	COL11A1
1461	AC095032.2
1462	RNPC3
1463	AMY2B
1464	AMY2A
1465	AMY1A
1466	AMY1B
1467	AMY1C
1468	LINC01676
1469	LINC01677
1470	AL355306.2
1471	LINC01661
1472	PRMT6
1473	NTNG1
1474	VAV3
1475	VAV3-AS1
1476	AL390036.1
1477	SLC25A24
1478	AL359258.2
1479	NBPF4
1480	AL359258.1
1481	AL390038.1
1482	NBPF6
1483	FAM102B
1484	HENMT1
1485	PRPF38B
1486	FNDC7
1487	AL591719.2
1488	STXBP3
1489	AKNAD1
1490	AL449266.1
1491	SPATA42
1492	GPSM2
1493	CLCC1
1494	WDR47
1495	TAF13
1496	AL356488.3
1497	TMEM167B
1498	AL356488.2
1499	C1orf194
1500	KIAA1324
1501	SARS
1502	CELSR2
1503	PSRC1
1504	MYBPHL
1505	SORT1
1506	PSMA5
1507	SYPL2
1508	ATXN7L2
1509	CYB561D1
1510	AMIGO1
1511	GPR61
1512	AL355310.3
1513	GNAI3
1514	GNAT2
1515	AMPD2
1516	AL355310.2
1517	GSTM4
1518	GSTM2
1519	GSTM1
1520	AC000032.1
1521	GSTM5
1522	AL158847.1
1523	GSTM3
1524	EPS8L3
1525	LINC01768
1526	AL450468.1
1527	AL450468.2
1528	CSF1
1529	AHCYL1
1530	STRIP1
1531	AL160006.1
1532	ALX3
1533	LINC01397
1534	UBL4B
1535	SLC6A17
1536	AL355990.1
1537	AL355990.2
1538	LINC02586
1539	KCNC4
1540	RBM15-AS1
1541	RBM15
1542	SLC16A4
1543	AL355488.1
1544	LAMTOR5
1545	PROK1
1546	AL358215.1
1547	AL358215.2
1548	CYMP-AS1
1549	KCNA10
1550	KCNA2
1551	AL365361.1
1552	KCNA3
1553	CD53
1554	AL360270.1
1555	LRIF1
1556	AL360270.3
1557	DRAM2
1558	CEPT1
1559	AL355816.1
1560	AL355816.2
1561	DENND2D
1562	CHI3L2
1563	CHIA
1564	AL356387.1
1565	PIFO
1566	OVGP1
1567	WDR77
1568	ATP5PB
1569	C1orf162
1570	TMIGD3
1571	ADORA3
1572	RAP1A
1573	LINC01160
1574	INKA2
1575	AL049557.1
1576	DDX20
1577	KCND3
1578	KCND3-AS1
1579	LINC01750
1580	AL445426.1
1581	CTTNBP2NL
1582	WNT2B
1583	AL354760.1
1584	ST7L
1585	CAPZA1
1586	MOV10
